Store_Name,Store_Lat,Store_Long,Store_City,Store_Chain_Name,Store_Star_Rating,Store_Review,sentiment_vader,sentiment_category_vader,roberta_neg,roberta_neu,roberta_pos,Emotion,sentiment_type
chipotle-mexican-grill-atlanta-4,33.81478490792663,-84.31010054725552,Atlanta,Chipotle Mexican Grill,2,"I visited this location on 7.31.23 and they had ZERO peppers and onions. And no one seemed to know when they would have any.
Extremely frustrated!
I want...",0.0,neutral,0.57322776,0.38207063,0.04470161,anger,negative
chipotle-mexican-grill-atlanta-5,33.88102857875902,-84.46140194291598,Atlanta,Chipotle Mexican Grill,1,"Do NOT waste your time or money on the kids quesadilla! Seriously, I don't even know what this is! Absolutely ridiculous",0.6249,positive,0.011964007,0.083836995,0.90419894,disgust,positive
chipotle-mexican-grill-atlanta-5,33.88102857875902,-84.46140194291598,Atlanta,Chipotle Mexican Grill,1,"Overall the quality was pretty shitty the rice wasn't even cooked and there was barely any beans and overall tasted bland 
(For context I ordered a burrito...",-0.1027,negative,0.9740736,0.02346657,0.0024598413,disapproval,negative
chipotle-mexican-grill-atlanta-5,33.88102857875902,-84.46140194291598,Atlanta,Chipotle Mexican Grill,3,The app is great for ordering ahead and picking up since you can't eat inside. One suggestion: have the person bringing out the order to the shelf call out...,-0.4108,negative,0.97907937,0.018339582,0.0025810376,admiration,negative
chipotle-mexican-grill-atlanta-6,33.7885662,-84.326684,Atlanta,Chipotle Mexican Grill,5,"I was on the Emory campus on a Saturday and needed some food, so I decided to order ahead at this chipotle. My food was ready within 5 min, at the time the...",0.3612,positive,0.007433482,0.562857,0.42970955,approval,positive
chipotle-mexican-grill-atlanta-6,33.7885662,-84.326684,Atlanta,Chipotle Mexican Grill,1,Why y'all gone close late and not even have shit after 10 pm like I get it y'all close a bit early to clean up but damn it's 10:20 and y'all don't got...,0.0031,positive,0.8501757,0.1383153,0.011508976,annoyance,negative
chipotle-mexican-grill-atlanta-7,33.845862658515,-84.2560060288343,Atlanta,Chipotle Mexican Grill,3,I have ordered quite a bit of Chipotle during the pandemic. Especially when my mom was here after the birth of my child. So this review is a summary of a...,0.0,neutral,0.10020586,0.73091453,0.16887967,approval,positive
chipotle-mexican-grill-atlanta-7,33.845862658515,-84.2560060288343,Atlanta,Chipotle Mexican Grill,1,The worst. Can't problem solve to save their lives. I already didn't like this location but accidentally ordered from there. Terrible service.,-0.8369,negative,0.97436136,0.022493439,0.0031451732,disapproval,negative
chipotle-mexican-grill-chamblee,33.884551,-84.315764,Atlanta,Chipotle Mexican Grill,2,Food was great but the every time the rice or meat fell on the metal line up table she would just throw the rice and meat back in the toppers it grossed me...,0.2382,positive,0.75625515,0.20566429,0.03808055,admiration,negative
chipotle-mexican-grill-chamblee,33.884551,-84.315764,Atlanta,Chipotle Mexican Grill,1,The total for this was almost $46.00?!!! So disappointing!! The rice and beans is actually a Veggie Bowl!!  Should have at least filled up to top!! My tacos...,-0.557,negative,0.9458471,0.047914695,0.006238231,disappointment,negative
chipotle-mexican-grill-decatur,33.7753362365961,-84.298724,Atlanta,Chipotle Mexican Grill,2,I don't normally review fast food but I had to review the Decatur Chipotle. I remember when this place first moved in in 2013-2014 area-- us Decaturites...,0.0,neutral,0.17082821,0.7134095,0.11576239,realization,negative
chipotle-mexican-grill-decatur,33.7753362365961,-84.298724,Atlanta,Chipotle Mexican Grill,4,"There's a classic South Park episode featuring this restaurant and the late telemarketer Billy Mays. I won't describe it here, but it's totally offensive...",0.0,neutral,0.8665111,0.11679712,0.016691856,annoyance,negative
chipotle-mexican-grill-east-point,33.65736482105663,-84.49933879202433,Atlanta,Chipotle Mexican Grill,2,"Inconsistence with the service and food, can get very poor service most of the time.",0.0,neutral,0.21168333,0.663199,0.1251176,disapproval,negative
chipotle-mexican-grill-east-point,33.65736482105663,-84.49933879202433,Atlanta,Chipotle Mexican Grill,1,"This was a GrubHub order. I ordered kids tacos with tomatoes, black beans and chicken. This is how my order came to me. A little common sense would have...",0.4588,positive,0.5002638,0.41465148,0.085084744,approval,negative
chipotle-mexican-grill-east-point,33.65736482105663,-84.49933879202433,Atlanta,Chipotle Mexican Grill,4,I try to only use mobile order at this location because it is ALWAYS crowded. And honestly even using mobile order there are times when I still have to...,-0.5256,negative,0.93481594,0.061587848,0.0035962428,approval,negative
chipotle-mexican-grill-marietta-2,33.9801487,-84.42467322316384,Atlanta,Chipotle Mexican Grill,5,idk why people are tripping about this chipotle. i go after the gym probably 3/4 times a week and i have a good experience every time. yes the portions are...,0.6369,positive,0.016689803,0.10051056,0.8827997,joy,positive
chipotle-mexican-grill-marietta-2,33.9801487,-84.42467322316384,Atlanta,Chipotle Mexican Grill,2,"I have loved Chipotle for years and years, but after finding a hair in my food I feel so sick to my stomach. It was close to closing and the staff must have...",-0.661,negative,0.5218378,0.29038695,0.18777536,love,negative
chipotle-mexican-grill-norcross,33.98011396083899,-84.21710447903234,Atlanta,Chipotle Mexican Grill,4,"The rest of the family at something at home I did not like so I ordered on the app and went to pick up.  

Unlike all other chipotle I have been to, this...",-0.2755,negative,0.76024824,0.21842128,0.021330483,disapproval,negative
chipotle-mexican-grill-norcross,33.98011396083899,-84.21710447903234,Atlanta,Chipotle Mexican Grill,5,"The only reason I am giving a 5, is Tracey in customer service!!!! She rocks!!!!

My experience at the restaurant was sub par.  I was having a difficult...",0.5526,positive,0.12194203,0.26566342,0.6123946,disappointment,positive
chipotle-mexican-grill-norcross,33.98011396083899,-84.21710447903234,Atlanta,Chipotle Mexican Grill,1,"Never give you a sufficient amount of food. If you really like chipotle, just go to another one because this one rations. POWs get served more food than...",0.4201,positive,0.35636416,0.49430063,0.14933525,caring,negative
chipotle-mexican-grill-roswell-2,34.0435031638419,-84.341493844986,Atlanta,Chipotle Mexican Grill,3,"Ordered on doordash. I ordered a bowl w steak, and many different things. I also ordered a side of chips and queso, the chips were very disappointing as...",-0.5413,negative,0.94589484,0.049523026,0.0045820624,disappointment,negative
chipotle-mexican-grill-roswell-2,34.0435031638419,-84.341493844986,Atlanta,Chipotle Mexican Grill,4,I recently visited chipotle grill and had a steak quesadilla. The customer service was great and the restaurant was clean. The options are basic it's not...,0.7783,positive,0.004595079,0.03286222,0.9625427,admiration,positive
chipotle-mexican-grill-roswell-2,34.0435031638419,-84.341493844986,Atlanta,Chipotle Mexican Grill,4,"This location is consistently out of certain ingredients after 7pm and if you order something to be ready by a certain time, expect it to be at least 30...",0.6908,positive,0.45941007,0.51130956,0.029280411,approval,negative
chipotle-mexican-grill-sandy-springs-2,33.91633,-84.379629,Atlanta,Chipotle Mexican Grill,4,I don't often leave reviews for chain restaurants bc we all pretty much know what the food tastes like. But I had to give a review here bc they gave such a...,0.4449,positive,0.35155267,0.5711634,0.077283874,disapproval,negative
chipotle-mexican-grill-sandy-springs-2,33.91633,-84.379629,Atlanta,Chipotle Mexican Grill,1,"Piss poor customer service, can't wait until this location is shut down.
I place my order online because this location only takes online orders since...",-0.7003,negative,0.9571951,0.037826095,0.004978827,annoyance,negative
chipotle-mexican-grill-sandy-springs-2,33.91633,-84.379629,Atlanta,Chipotle Mexican Grill,1,"Not a great experience lately
The whole staff was lolligagging in back while empty trays of meat were sitting there. Asked for barbocoa instead and i was...",-0.6242,negative,0.9407144,0.053712152,0.0055734543,disapproval,negative
chipotle-mexican-grill-tucker,33.85156,-84.20988,Atlanta,Chipotle Mexican Grill,2,I work in the area and go here a lot but I've started going to a different location. The main lady who works on the meat side only puts a half spoonful of...,0.9167,positive,0.0013017769,0.0076838867,0.9910143,approval,positive
chipotle-mexican-grill-tucker,33.85156,-84.20988,Atlanta,Chipotle Mexican Grill,5,Good food and good service. Workers are very pleasant. We really enjoy coming to this location.,0.0,neutral,0.16553251,0.7565269,0.07794065,admiration,negative
chipotle-mexican-grill-baldwin-hills,34.01329937297605,-118.33665926628782,Los Angeles,Chipotle Mexican Grill,2,"I feel terrible that I have to leave a negative review for my neighborhood chipotle -but this is the worst chipotle I have ever been inside of. 
Their food...",-0.8793,negative,0.982054,0.015445223,0.0025007674,disgust,negative
chipotle-mexican-grill-baldwin-hills,34.01329937297605,-118.33665926628782,Los Angeles,Chipotle Mexican Grill,1,I tried to support this location again because a friend wanted to go there. We walked into an empty restaurant and was advised that they are only taking...,0.6249,positive,0.12721406,0.63422984,0.23855609,caring,positive
chipotle-mexican-grill-baldwin-hills,34.01329937297605,-118.33665926628782,Los Angeles,Chipotle Mexican Grill,1,"Only gave the 1 star because I had too, THIS IS THE WORST CHIPOTLE!!
The worst customer service! 
There's never napkins or clean utensils at the drink...",-0.9196,negative,0.9820993,0.015002857,0.0028978707,disgust,negative
chipotle-mexican-grill-beverly-hills,34.0633237944838,-118.398829330266,Los Angeles,Chipotle Mexican Grill,4,"Delicious and healthy and worth every nickel  !!!!!!!!!!!!!!!!!!!

I'm talking about the only one I've ever been to which is on S. Beverly Drive. 
Can't...",0.858,positive,0.021290865,0.08493577,0.8937733,approval,positive
chipotle-mexican-grill-beverly-hills,34.0633237944838,-118.398829330266,Los Angeles,Chipotle Mexican Grill,2,The filthiest chipotle I've ever been in. The food area was full of old crusty food- the meat looks all dry and sickly. The area near the napkins was SO...,0.0,neutral,0.9717614,0.024602382,0.0036361378,disgust,negative
chipotle-mexican-grill-beverly-hills,34.0633237944838,-118.398829330266,Los Angeles,Chipotle Mexican Grill,2,"Why is parking lot full of employee cars? Not for customers? Curious...
This was never a problem a few months ago.",0.3855,positive,0.59927714,0.3612951,0.039427787,curiosity,negative
chipotle-mexican-grill-burbank-3,34.151663886857776,-118.34332814293958,Los Angeles,Chipotle Mexican Grill,5,"Shocked to see all the bad reviews. I worked down the street from here up until recently, and this was my go-to lunch spot. My coworkers and I ate here at...",-0.7003,negative,0.45960915,0.42789608,0.11249473,surprise,negative
chipotle-mexican-grill-burbank-3,34.151663886857776,-118.34332814293958,Los Angeles,Chipotle Mexican Grill,4,"This spot is within the area /row with other Japanese custome restaurants.  The parking is kinda small but it was ok. 

The place could be clean up a bit....",0.7469,positive,0.014168185,0.29240456,0.69342726,approval,positive
chipotle-mexican-grill-burbank-3,34.151663886857776,-118.34332814293958,Los Angeles,Chipotle Mexican Grill,5,"Chipotle franchise is great...
 this one stands out among the rest for it's consistency!! 
Great food preparation quality standards! 
10/10Tastes great!...",0.7405,positive,0.002135125,0.012954522,0.9849104,admiration,positive
chipotle-mexican-grill-culver-city,34.0233754,-118.3943383,Los Angeles,Chipotle Mexican Grill,1,Not sure what happened here.. I placed an online order and picked it up. Our order was ENTIRELY wrong. And YES I double checked that this was my order when...,0.7717,positive,0.031214066,0.11704914,0.8517368,confusion,positive
chipotle-mexican-grill-culver-city,34.0233754,-118.3943383,Los Angeles,Chipotle Mexican Grill,1,"Unfortunately, I am writing two negative downtown Culver City reviews in one night, occurring in the week. Haven't written a bad review in years because I...",-0.5023,negative,0.71045476,0.24504915,0.044496033,disappointment,negative
chipotle-mexican-grill-culver-city,34.0233754,-118.3943383,Los Angeles,Chipotle Mexican Grill,3,"The staff here is always super nice. There just aren't enough of them on the line, so it's always a long wait, even with only a couple people in front of...",-0.1856,negative,0.9130906,0.077992514,0.008916948,admiration,negative
chipotle-mexican-grill-culver-city-5,34.0071618152915,-118.412623125462,Los Angeles,Chipotle Mexican Grill,5,"Shout out to ANTOINE!!! He's patient, very friendly, has great manners - great customer service! 

Long Story: 

I was on my way back home from a YOGA class...",0.937,positive,0.0023331987,0.024330761,0.97333604,admiration,positive
chipotle-mexican-grill-culver-city-5,34.0071618152915,-118.412623125462,Los Angeles,Chipotle Mexican Grill,1,"i visited this culver city location (4114 sepulveda blvd) on Friday, 7/7 for a veggie burrito dinner after a long week of work. by monday, 7/10 i started...",0.0,neutral,0.016012548,0.8716468,0.11234058,approval,positive
chipotle-mexican-grill-culver-city-5,34.0071618152915,-118.412623125462,Los Angeles,Chipotle Mexican Grill,2,"Okay, I've read some of the negative reviews on this location, but always take them with a grain of salt.  Went in last night (Friday) at 645pm.  Not...",-0.2263,negative,0.5782978,0.3881156,0.033586606,approval,negative
chipotle-mexican-grill-culver-city-6,33.9856872473856,-118.39326925743,Los Angeles,Chipotle Mexican Grill,2,"This spot is rarely open.

The staff are lazy and leave the area such a mess. Every time foods spills, they should be wiping that down, I know because I...",-0.6369,negative,0.8994502,0.09112557,0.009424282,realization,negative
chipotle-mexican-grill-culver-city-6,33.9856872473856,-118.39326925743,Los Angeles,Chipotle Mexican Grill,1,"I want to start off by saying that I don't normally write bad reviews as a Fact I try to go out of my way to make sure good people recognized. 

Let me...",0.81,positive,0.035596956,0.42173806,0.542665,approval,positive
chipotle-mexican-grill-culver-city-6,33.9856872473856,-118.39326925743,Los Angeles,Chipotle Mexican Grill,2,"Came to pickup my preorder, wasn't ready. The meat was awful. Barbacoa on the tacos didnt taste fresh. The barbacoa in the burrito bowl, I just threw out -...",-0.7246,negative,0.9633239,0.03282487,0.0038513206,disgust,negative
chipotle-mexican-grill-culver-city-7,33.988111358862,-118.393011,Los Angeles,Chipotle Mexican Grill,3,"They do ok. Service could be swifter and a bit more pleasant. Place is continuously business. Outside of the Westfield Mall, lots of parking

Food is good,...",0.6997,positive,0.011015434,0.14434221,0.8446424,approval,positive
chipotle-mexican-grill-culver-city-7,33.988111358862,-118.393011,Los Angeles,Chipotle Mexican Grill,3,"Being generous with this review giving at three stars based on the fact that it is standard like most other chipotles, in the fact that it is clean and...",0.872,positive,0.0088846665,0.3511881,0.63992727,approval,positive
chipotle-mexican-grill-glendale-14,34.147958,-118.255294,Los Angeles,Chipotle Mexican Grill,5,"Chipotle on Brand.... The woman that you are....... I love this location so much because it's always clean, the staff are friendly, and they always ALWAYS...",-0.9094,negative,0.980368,0.017409783,0.0022222844,admiration,negative
chipotle-mexican-grill-glendale-7,34.14745710452632,-118.24634196073056,Los Angeles,Chipotle Mexican Grill,4,"I usually have such a bad experience when coming to this precise chipotle location so I try to avoid it at all costs.  For example, the customer service is...",-0.7152,negative,0.9223217,0.07081817,0.0068602134,disappointment,negative
chipotle-mexican-grill-glendale-7,34.14745710452632,-118.24634196073056,Los Angeles,Chipotle Mexican Grill,2,"The women's bathroom had a really bad smell at this branch. The toilet in the handicap stall was not flushed,  seemed like feces or blood in the toilet.  I...",-0.7719,negative,0.95782375,0.03852283,0.0036534802,disgust,negative
chipotle-mexican-grill-glendale-7,34.14745710452632,-118.24634196073056,Los Angeles,Chipotle Mexican Grill,1,"Without knives and forks to go order. This is my steak quesadilla 14$ no guacamole no sause
. Don't order to go. Too expensive for 50$ for 4 people",-0.5267,negative,0.8012433,0.18079263,0.017964138,approval,negative
chipotle-mexican-grill-glendale-9,34.1451498443564,-118.2593096844504,Los Angeles,Chipotle Mexican Grill,3,"How many damn Chipotles does Glendale need??? WelI, anyway, I had just written a review about the location in La Canada and in fairness I wanted to try this...",-0.5007,negative,0.47237104,0.40979382,0.11783512,curiosity,negative
chipotle-mexican-grill-glendale-9,34.1451498443564,-118.2593096844504,Los Angeles,Chipotle Mexican Grill,1,"Upon looking at the reviews for this location it's no surprise that there are so many negative ones. I work in the mall, and almost every experience here...",-0.6222,negative,0.71755725,0.24419163,0.03825116,disapproval,negative
chipotle-mexican-grill-los-angeles-2,34.061058613094744,-118.44631431715572,Los Angeles,Chipotle Mexican Grill,2,"I never thought I'd have to stop my Chipotle bowl just to take a picture and write a bad review. This burrito bowl made me so, so sad because I was really...",0.6597,positive,0.013080913,0.074008,0.91291106,sadness,positive
chipotle-mexican-grill-los-angeles-2,34.061058613094744,-118.44631431715572,Los Angeles,Chipotle Mexican Grill,1,Terrible awful idiotic service here. Do not go.  Worst Chipotle ever.  Upset my entire family and ruined our afternoon.,-0.9023,negative,0.9854468,0.0119820535,0.002571117,anger,negative
chipotle-mexican-grill-los-angeles-2,34.061058613094744,-118.44631431715572,Los Angeles,Chipotle Mexican Grill,4,Love chipotle but have had an ok time at this specific restaurant. I tried the chicken Al pastor in a burrito bowl for the first time and would not...,-0.8761,negative,0.939578,0.052147977,0.008274052,love,negative
chipotle-mexican-grill-los-angeles-28,34.0535063318187,-118.464875932522,Los Angeles,Chipotle Mexican Grill,3,"I have eaten at other Chipotle's, but this is the worst. It was busy, but only one person was taking orders, when someone finally came to help, he was...",-0.4767,negative,0.8951897,0.09396652,0.010843682,annoyance,negative
chipotle-mexican-grill-los-angeles-28,34.0535063318187,-118.464875932522,Los Angeles,Chipotle Mexican Grill,1,"Dear god this is the worst location I've ever been to. I'm repulsed by the look of it. Terrible customer service, won't even grace you with a hello. Got...",-0.8415,negative,0.9833244,0.0139554,0.002720106,disgust,negative
chipotle-mexican-grill-los-angeles-28,34.0535063318187,-118.464875932522,Los Angeles,Chipotle Mexican Grill,1,"Very slow service. The employees seemed to just wander around rather than tend to the customers. 
One of four employees helped the guests and the rest were...",0.0,neutral,0.68586063,0.278471,0.0356684,disapproval,negative
chipotle-mexican-grill-los-angeles-29,34.0475961269233,-118.256647185798,Los Angeles,Chipotle Mexican Grill,3,"Not the best chipotle to go to. Went last night for dinner. 

They were basically out of black beans. 

Go there if you have to, but lots of other good...",-0.2924,negative,0.6098864,0.29376394,0.096349716,disapproval,negative
chipotle-mexican-grill-los-angeles-29,34.0475961269233,-118.256647185798,Los Angeles,Chipotle Mexican Grill,1,The scooper Nadim slept with my wife. Sick to my stomach. I know this situation happened in another location in Florida with a female worker sleeping with...,-0.5106,negative,0.93317753,0.06390282,0.002919719,sadness,negative
chipotle-mexican-grill-los-angeles-3,34.0169555554708,-118.282584020255,Los Angeles,Chipotle Mexican Grill,2,"Have you ever heard of Karen's Cafe? It's like a paid experience where you dine at this cafe and the waitresses are purposely vulgar and rude. Well, for...",-0.8016,negative,0.97480583,0.021847215,0.0033470066,disgust,negative
chipotle-mexican-grill-los-angeles-3,34.0169555554708,-118.282584020255,Los Angeles,Chipotle Mexican Grill,1,Ordered on ubereats. They drenched my foot in sour cream and added corn when I didn't ask for it. I hate corn so it was really disappointing. They also...,-0.1139,negative,0.13237616,0.36306265,0.5045612,disgust,positive
chipotle-mexican-grill-los-angeles-3,34.0169555554708,-118.282584020255,Los Angeles,Chipotle Mexican Grill,3,"Not bad great get in get out meal, the steak is always chewy every time I order it so I mainly stick with chicken",0.1531,positive,0.92615855,0.06743946,0.006401947,approval,negative
chipotle-mexican-grill-los-angeles-30,34.0978471129027,-118.3568997,Los Angeles,Chipotle Mexican Grill,1,"I've never had bad Chipotle until I went here. WTF?!

Seems as tho this location lacks efficient kitchen methods, hasn't been trained but more likely,...",0.3818,positive,0.06611148,0.47609267,0.4577959,disgust,positive
chipotle-mexican-grill-los-angeles-30,34.0978471129027,-118.3568997,Los Angeles,Chipotle Mexican Grill,1,"The food was well it's chipotle you kind of already know it's going to be decent. Staff seemed to be asleep or something, I got the feeling they were in a...",-0.3699,negative,0.30439594,0.48735452,0.2082496,approval,negative
chipotle-mexican-grill-los-angeles-30,34.0978471129027,-118.3568997,Los Angeles,Chipotle Mexican Grill,5,This location is always on point!  I typically place my order online and used to steer away from that option since I've had some bad experiences but never here.,0.4796,positive,0.7661176,0.2051535,0.028728995,approval,negative
chipotle-mexican-grill-los-angeles-31,34.0836611,-118.3443544,Los Angeles,Chipotle Mexican Grill,5,"Gotta be the best chipotle in town
Doesn't drown their ingredients in salt
Real generous w/ protein even for delivery orders

10/10",0.8885,positive,0.0051812595,0.067261145,0.9275576,admiration,positive
chipotle-mexican-grill-los-angeles-31,34.0836611,-118.3443544,Los Angeles,Chipotle Mexican Grill,1,"Service
My review is strictly service-based, I've gone back to this location on two different occasions and it's just been consistently bad. After looking...",-0.5423,negative,0.9487358,0.045990948,0.0052732676,disapproval,negative
chipotle-mexican-grill-los-angeles-32,34.0764487,-118.3239423,Los Angeles,Chipotle Mexican Grill,4,"I've picked up my online orders here a few times and no complaints. One time, someone else had took my order that was sitting on the pick up counter so I...",-0.5994,negative,0.09437242,0.64989275,0.25573477,realization,positive
chipotle-mexican-grill-los-angeles-32,34.0764487,-118.3239423,Los Angeles,Chipotle Mexican Grill,1,I had one of the worst experiences at this chipotle location. The portion sizes were drastically smaller than usual. There was darn near nothing in my bowl....,-0.6249,negative,0.97744364,0.020152178,0.0024041669,disappointment,negative
chipotle-mexican-grill-los-angeles-37,34.062316063231094,-118.29136455842766,Los Angeles,Chipotle Mexican Grill,5,"The customer service here was extravagant.
They rolled my burrito perfectly.
The chicken was cooked great.
I would recommend this location to you all.",0.8957,positive,0.0045507574,0.029443799,0.9660055,admiration,positive
chipotle-mexican-grill-los-angeles-37,34.062316063231094,-118.29136455842766,Los Angeles,Chipotle Mexican Grill,1,"Very rude and unprofessional service at this particular location at vermont/wilshire . I come in with my mother , there is no one at the register ! We're...",-0.8537,negative,0.95848906,0.037763894,0.0037471093,anger,negative
